,LINK_SP,PRODUCT_INFO_ID,GROUP_PRODUCT_NAME,PRODUCT_CODE,NON_VAT_PRICE_1,VAT_PRICE_1,COMMISSION_1,THRESHOLD_1,NON_VAT_PRICE_2,VAT_PRICE_2,COMMISSION_2,THRESHOLD_2,NON_VAT_PRICE_3,VAT_PRICE_3,COMMISSION_3,PRODUCT_NAME,SPECIFICATION_BACKUP,RAW_PRICE,QUANTITY_SOLD
63,/input/mobile_images/2024/1/23/239/Máy xay sinh tố Philips HR2041-10 450W.jpg,571579,Máy xay,M&EGD000253,567900,624690,5679,Giá trị đơn hàng > 10 triệu,580400,638440,11608,Giá trị đơn hàng từ 5-10 triệu,629600,692560,35257.6,Máy xay sinh tố Philips HR2041/10 450W,"
• Model: HR2041/10 
• Màu sắc: Trắng 
• Loại máy xay sinh tố: Máy xay đa năng 
• Công suất: 450W 
• Dung tích sử dụng cối lớn: 1 lít 
• Chất liệu cối: Nhựa kháng vỡ 
• Số lượng cối: 2 cối 
• Chức năng: Xay gia vị, xay hạt, xay rau củ, xay sinh tố, xay đá nhỏ 
• Chất liệu lưỡi xay: Lưỡi dao xay 4 cánh với công nghệ ProBlend 
• Tốc độ: 1 tốc độ 
• Xay nhồi: 1 chế độ xay và 1 chế độ nhồi 
• Khóa an toàn: Tự ngắt khi quá tải 
• Đế chống trượt: Có 
• Phụ kiện: 1 cối xay đồ khô, hạt, ngũ cốc 
• Khối lượng sản phẩm (kg): 2.3 kg 
• Kích thước sản phẩm: 375 x 160 x 180 mm
giá: 692560",692560,29
64,/input/mobile_images/2024/1/23/484/Máy xay cầm tay Philips HR2534-00 650W.jpg,571580,Máy xay,M&EGD000252,627700,690470,6277,Giá trị đơn hàng > 10 triệu,641500,705650,12830,Giá trị đơn hàng từ 5-10 triệu,695900,765490,38970.4,Máy xay cầm tay Philips HR2534/00 650W,"
• Model: HR2534/00 
• Màu sắc: Trắng 
• Loại máy xay sinh tố: Máy xay cầm tay 
• Công suất: 650W 
• Dung tích cối: 500 ml 
• Chất liệu cối: Nhựa kháng vỡ 
• Số lượng cối: 1 cối 
• Chức năng: Xay sinh tố, xay cháo 
• Chất liệu lưỡi xay: Thép không gỉ 
• Tốc độ: 1 tốc độ 
• Xay nhồi: Không 
• Khóa an toàn: Bảo vệ lưỡi dao xay chống văng ra ngoài 
• Đế chống trượt: Không 
• Tính năng khác: Công nghệ ProMix giúp xay nguyên liệu nhanh và đặc hơn, Đầu xay và thân máy có thể tháo rời nhanh bằng 1 nút 
• Khối lượng sản phẩm (kg): 1.24 kg 
• Kích thước sản phẩm: 180 x 190 x 250 mm
giá: 765490",765490,32
65,/input/mobile_images/2024/2/18/272/NỒI CHIÊN KHÔNG DẦU KALITE Q5 (1).png,577838,Nồi chiên không dầu,M&EGD000161,1473200,1620520,14732,Giá trị đơn hàng > 10 triệu,1506800,1657480,30136,Giá trị đơn hàng từ 5-10 triệu,1634700,1798170,91543.2,Nồi chiên không dầu KALITE Q5,"
• Thương hiệu: Kalite 
• Dung tích: 5.5 Lít 
• Công suất: 1700 W 
• Chất liệu ruột nồi: Ngăn chiên bằng inox 304 phủ 3 lớp chống dính an toàn 
• Chất liệu vỏ nồi: Nhựa PP siêu bền 
• Điện áp: 220 – 240V~/ 50Hz 
• Chức năng chính: Chiên nướng sản phẩm không cần dầu mỡ 
• Nhiệt độ: 80-200 độ 
• Tiện ích: Làm giảm 80% lượng dầu mỡ trên thực phẩm 
• Công nghệ làm nóng: Rapid Air 
• Bảng điều khiển: Núm vặn
giá: 1798170",1798170,27
66,/input/mobile_images/2024/2/18/257/NỒI CHIÊN KHÔNG DẦU  KALITE Q6.png,577847,Nồi chiên không dầu,M&EGD000166,1554700,1710170,15547,Giá trị đơn hàng > 10 triệu,1590200,1749220,31804,Giá trị đơn hàng từ 5-10 triệu,1725100,1897610,96605.6,"Nồi chiên không dầu KALITE Q6 5,5 lít","
• Thương hiệu: Kalite 
• Màu sắc: Đen 
• Dung tích: 5.5 L 
• Tổng công suất: 1700W 
• Điện áp: 220V – 240V/ 50Hz – 60Hz 
• Điều khiển: Bảng điều khiển LED 
• Khối lượng tịnh: 6.3kg 
• Khối lượng cả bao bì: 7.3kg 
• Kích thước: 420 x 370 x 370 mm 
• Chất liệu: - Vỏ: Inox 304 và Nhựa PP cao cấp - Ngăn chiên: Inox 304 phủ lớp chống dính an toàn - Thanh nhiệt: Inox 304 
• Giới hạn nhiệt độ chiên: 80-200°C 
• Giới hạn thời gian chiên: < 60 phút
giá: 1897610",1897610,24
67,/input/mobile_images/2024/2/18/756/NỒI CHIÊN KHÔNG DẦU RAPIDO RAF-12D.png,577841,Nồi chiên không dầu,M&EGD000125,,,,,,,,,,,,"Nồi chiên không dầu Rapido 12L RAF-12D, công suất 1800W","
• Dung tích: 12L 
• Công suất: 1800 W 
• Bảng điều khiển: điện tử 
• Phụ kiện đi kèm: 7 món 
• Số chức năng chiên nướng: 10 chức năng 
• Công nghệ: Rapid Air
giá: 2047430",2047430,37
68,/input/mobile_images/2024/2/18/277/NỒI CHIÊN KHÔNG DẦU  KALITE Q10.png,577822,Nồi chiên không dầu,M&EGD000157,2029900,2232890,20299,Giá trị đơn hàng > 10 triệu,2076300,2283930,41526,Giá trị đơn hàng từ 5-10 triệu,2252400,2477640,126134.4,Nồi chiên không dầu Kalite Q10 10 lít,"
• Thương hiệu: Kalite 
• Màu sắc: Trắng và Đen 
• Công nghệ: Rapid Air 
• Điện áp: 220 – 240 V/ 50Hz – 60 Hz 
• Công suất: 1800W 
• Dung tích khoang nướng: 10L 
• Kích thước: 380 x 380 x 430 mm 
• Khối lượng tịnh: 9,8 kg 
• Giới hạn nhiệt độ chiên: 40 – 200°C
giá: 2477640",2477640,39
69,/input/mobile_images/2024/2/18/270/NỒI CHIÊN KHÔNG DẦU  KALITE KL-1200.png,577836,Nồi chiên không dầu,M&EGD000170,2192800,2412080,21928,Giá trị đơn hàng > 10 triệu,2242900,2467190,44858,Giá trị đơn hàng từ 5-10 triệu,2433200,2676520,136259.2,Nồi chiên không dầu KALITE KL-1200 12 lít,"
• Thương hiệu: Kalite 
• Màu sắc: Đen 
• Dung tích: 12L 
• Công suất: 1800W 
• Điện áp: 220-240V/ 50-60Hz 
• Dải nhiệt: 35 - 200 độ C 
• Công nghệ: Rapid Air 
• Bảng điều khiển: Cảm ứng + Núm xoay cơ 
• Khối lượng tịnh: 9,5kg 
• Kích thước: 380 x 380 x 420 mm 
• Phụ kiện: 8 món
giá: 2676520",2676520,38
70,/input/mobile_images/2024/2/18/386/NỒI CHIÊN KHÔNG DẦU KALITE STEAM 7.png,577839,Nồi chiên không dầu,M&EGD000163,2505100,2755610,25051,Giá trị đơn hàng > 10 triệu,2562300,2818530,51246,Giá trị đơn hàng từ 5-10 triệu,2779700,3057670,155663.2,Nôì chiên không dầu KALITE STEAM 7 7 lít,"
• Thương hiệu: Kalite 
• Dung tích tổng: 7 lít 
• Dung tích sử dụng: 6.2 lít 
• Công suất: Chiên 1700W - Hấp 900W 
• Nhiệt độ: 80 - 200°C 
• Hẹn giờ: 0 - 60 phút 
• Chất liệu: Vỏ inox 304 và nhựa PP; Lòng nồi bằng inox 304 phủ lớp chống dính 
• Bảng điều khiển: Cảm ứng có màn hình hiển thị 
• Công nghệ làm nóng: Rapid Air 
• Chức năng nấu: Chiên, nướng, hấp thực phẩm 
• Tiện ích: + Tự ngắt khi quá nhiệt + 6 chương trình nấu ăn cài đặt sẵn + Quạt đối lưu + Có chức năng hấp 
• Phụ kiện đi kèm: Vỉ tách dầu
giá: 3057670",3057670,28
71,/input/mobile_images/2024/1/23/339/Nồi chiên không dầu Kalite KL-1500 15 lít.jpg,571594,Nồi chiên không dầu,M&EGD000162,2681700,2949870,26817,Giá trị đơn hàng > 10 triệu,2742900,3017190,54858,Giá trị đơn hàng từ 5-10 triệu,2975500,3273050,166628,Nồi chiên không dầu Kalite KL-1500 15 lít,"
• Thương hiệu: Kalite 
• Dung tích: 15L 
• Công suất: 1700W 
• Nhiệt độ: 40-200°C 
• Chế độ nấu: 10 chế độ 
• Điện áp: 220-240V, 50-60Hz 
• Cảnh báo an toàn: Để nguội 30 phút trước khi vệ sinh 
• Khối lượng tịnh: 7,2 kg 
• Kích thước: 330x382x362mm
giá: 3293000",3293000,19
72,/input/mobile_images/2024/2/18/325/NỒI CHIÊN KHÔNG DẦU KALITE STEAM STAR.png,577856,Nồi chiên không dầu,M&EGD000168,3082200,3390420,30822,Giá trị đơn hàng > 10 triệu,3152600,3467860,63052,Giá trị đơn hàng từ 5-10 triệu,3420000,3762000,191520,Nồi chiên không dầu KALITE STEAM STAR 15 lít,"
• Dung tích sử dụng: 15 lít 
• Điều chỉnh: nhiệt độ từ 40 - 230°C, thời gian từ 0 - 60 phút 
• Phụ kiện chính: - Cọ quét dầu - Găng tay - Khay lưới - Khay nướng - Khay tròn - Móc - Vỉ nướng 
• Chất liệu nồi: - Khoang lò bằng inox 304 - Vỏ bằng thép không gỉ phủ sơn tĩnh điện và nhựa PP 
• Công nghệ: Rapid Air - Steam Active 
• Công suất: Chiên 1635W - Hấp 985W 
• Chức năng nấu: Chiên, nướng, hấp thực phẩm 
• Bảng điều khiển: Cảm ứng có màn hình hiển thị 
• Tiện ích: - 5 chương trình nấu ăn cài đặt sẵn - Nắp kính trong suốt, quan sát được quá trình nấu - Quạt đối lưu - Đèn trong khoang lò
giá: 3762000",3762000,16
77,/input/mobile_images/2023/12/28/301/NỒI CƠM ĐIỆN_TỬ  KALITE KL-619.png,509173,Nồi cơm điện,M&EGD000164,692500,761750,6925,Giá trị đơn hàng > 10 triệu,708300,779130,14166,Giá trị đơn hàng từ 5-10 triệu,768400,845240,43030.4,"Nồi cơm điện KALITE KL-619, dung tích 1,8 lít","
• Thương Hiệu: Kalite 
• Màu Sắc: Xanh Lá Đậm 
• Dung Tích: 1.8L 
• Công Suất: 700W 
• Điện Áp: 220V / 50Hz 
• Bảng Điều Khiển: Nút Bấm 
• Màn Hình Hiển Thị: Đèn LED 
• Trọng Lượng Cả Bao Bì: 4 kg 
• Phụ Kiện Đi Kèm: Thìa Xới Cơm (1), Khay Hấp (1), Cốc Đong Gạo (1)
giá: 845240",845240,19
75,/input/mobile_images/2024/3/11/419/NỒI CƠM ĐIỆN AIOSMART AIORC03L23G_4C0.png,574096,Nồi cơm điện,M&EGD000244,1326600,1459260,39798,Giá trị đơn hàng > 20 triệu,1472200,1619420,117776,Giá trị đơn hàng từ 10-20 triệu,1887500,2076250,241600,Nồi cơm điện AIO Smart AIORCO3L23G/4CO,"Công nghệ: Cao tần/Từ 
Công suất (Danh định): 1300W 
Nguồn định mức: 220VAC - 50/60Hz 
Dung tích: 4.0L 
Chất liệu lòng nồi: Hợp kim nhôm phủ chống dính Độ dày lòng nồi: 1.5mm 
Chức năng: Giữ ấm, Hâm nóng, nấu nhanh, nấu cháo, nấu súp, hấp, làm bánh Màn hình LED hiển thị thời gian 
Ngôn ngữ : Tiếng Việt 
Kích thước sản phẩm (DxRXC): 344x271x218 mm 
Khối lượng sản phẩm: 4.75 kg Bào hành : 12 tháng Kích hoạt bảo hành điện tử
giá: 2076250",2076250,86
76,/input/mobile_images/2023/12/28/154/NỒI CƠM ĐIỆN_TỬ  KALITE KL-618.png,509172,Nồi cơm điện,M&EGD000167,571100,628210,5711,Giá trị đơn hàng > 10 triệu,584100,642510,11682,Giá trị đơn hàng từ 5-10 triệu,633700,697070,35487.2,"Nồi cơm điện Kalite KL-618, dung tích 1,8 lít","
• Thương Hiệu: Kalite 
• Màu Sắc: Xanh Lá Đậm 
• Dung Tích: 1.8L 
• Công Suất: 700W 
• Điện Áp: 220V/50Hz 
• Bảng Điều Khiển: Nút Bấm 
• Màn Hình Hiển Thị: Đèn LED 
• Kích Thước: 320 x 330 x 320 mm 
• Trọng Lượng Tịnh: 3.48 kg 
• Trọng Lượng Cả Bao Bì: 3.9 kg 
• Phụ Kiện Đi Kèm: Thìa Xới Cơm (1), Khay Hấp (1), Cốc Đong Gạo (1)
giá: 697070",697070,27
73,/input/mobile_images/2024/3/7/586/Nồi Cơm Điện Cao Tần Bluestone Rcb- 5991.png,509319,Nồi cơm điện,M&ENC100020,3598200,3958020,35982,Giá trị đơn hàng > 20 triệu,3677000,4044700,73540,Giá trị đơn hàng từ 10-20 triệu,3988800,4387680,223372.8,Nồi Cơm Điện Cao Tần Bluestone Rcb- 5991,"Công suất : 1200W 
Dung tích : 1.5 Lít Công nghệ nấu IH 9 chế độ nấu cài đặt sẵn tiện dụng Bảng điều khiển cảm ứng thông minh Lòng nồi niêu, dày 1.8mm phủ lớp chống dính
giá: 4387680",4387680,6
74,/input/mobile_images/2023/12/28/859/NỒI CƠM ĐIỆN_TỬ  KALITE KL-620.png,509174,Nồi cơm điện,M&EGD000158,902100,992310,9021,Giá trị đơn hàng > 10 triệu,922700,1014970,18454,Giá trị đơn hàng từ 5-10 triệu,1000900,1100990,56050.4,"Nồi cơm điện tử KALITE KL-620, dung tích 1,8 lít","
• Thương hiệu: Kalite 
• Màu sắc: 2 màu bạc và nâu 
• Chất liệu: Thân inox 
• Dung tích: 1.8L 
• Điện áp: 220V/50Hz 
• Công suất: 860W 
• Bảng điều khiển: Nút điện tử tiếng Việt 
• Xuất xứ thương hiệu: Việt Nam 
• Phụ kiện: dây nguồn, Sách HDSD, muôi xới cơm. thìa canh, cốc đong, Khay hấp
giá: 1100990",1100990,12
78,/input/mobile_images/2024/2/18/92/NỒI ÁP SUẤT ĐIỆN  KALITE KL-636.png,577845,Nồi áp suất,M&EGD000159,1622600,1784860,16226,Giá trị đơn hàng > 10 triệu,1659600,1825560,33192,Giá trị đơn hàng từ 5-10 triệu,1800400,1980440,100822.4,Nồi áp suất điện KALITE KL-636 6 lít,"
• Thương hiệu: Kalite 
• Màu sắc: trắng và đen 
• Chất liệu: INOX 
• Dung tích: 6L 
• Điện áp: 220V/50Hz 
• Công suất: 1000W 
• Bảng điều khiển: Song ngữ Tiếng Việt + Tiếng Anh, điều khiển bằng nút điện tử
giá: 1980440",1980440,31
79,/input/mobile_images/2024/2/17/198/NỒI ÁP SUẤT BLUESTONE PCB-5648.png,509323,Nồi áp suất,M&EAS100002,1673600,1840960,16736,Giá trị đơn hàng > 10 triệu,1710200,1881220,34204,Giá trị đơn hàng từ 5-10 triệu,1855300,2040830,103896.8,"Nồi Áp Suất Bluestone PCB-5648 4,5 lít 900W","
• Công suất: 900W 
• Dung tích: 4.5 Lít 
• Chế độ nấu cài đặt sẵn: 13 Chế độ 
• Chất liệu vỏ ngoài: Hợp kim phủ sơn tĩnh điện 
• Chất liệu lòng nồi: Lòng nồi hợp kim nhôm chống dính 
• Chức năng khác: Nút ấn xả và van xả tự động, Bảng điều khiển núm vặn, Tính năng giữ ấm tự động sau khi kết thúc chương trình nấu 
• Khối lượng sản phẩm: 5kg 
• Màu sắc: Vàng đồng 
• Nhà sản xuất: Bluestone
giá: 2040830",2040830,25
80,/input/mobile_images/2024/3/7/933/Nồi Áp Suất Bluestone Pcb-5748.png,509324,Nồi áp suất,M&EAS100003,1673600,1840960,16736,Giá trị đơn hàng > 10 triệu,1710200,1881220,34204,Giá trị đơn hàng từ 5-10 triệu,1855300,2040830,103896.8,Nồi Áp Suất Bluestone Pcb-5748,"Thương hiệu: Bluestone 
Mã sản phẩm: PCB-5748 Loại nồi áp suất Nồi áp suất điện 
Dung tích: thực 5L 
Công suất: 900W 
Chất liệu: nồi Vỏ ngoài thép sơn tĩnh điện Lòng nồi hợp kim nhôm chống dính 
Bảng điều khiển: Nút nhấn có màn hình hiển thị Chức năng chính Hầm thịt Nấu gân Nấu đậu Giữ ấm Hầm xương
giá: 2040830",2040830,8
81,/input/mobile_images/2024/3/11/673/NỒI ÁP SUẤT AIOSMART AIOPT03L23S_6C0.png,574095,Nồi áp suất,M&EGD000243,1326600,1459260,39798,Giá trị đơn hàng > 20 triệu,1472200,1619420,117776,Giá trị đơn hàng từ 10-20 triệu,1887500,2076250,241600,Nồi áp suất AIO Smart AIOPTO3L23S/6CO,"Công suất: 1350W 
Nguồn định mức: 220VAC - 50/60Hz 
Áp suất hoạt động: 80Kpa 
Dung tích: 6.0L 
Chất liệu lòng nồi: Hợp kim nhôm phủ chống dính 
Kích thước lòng nồi: Đường kính 240mm, dày 2.0mm 
Chức năng : hâm nóng, giữ ấm, nấu chậm, nấu sốt đặc, xào, hầm, làm sữa chua 
Van an toàn: 1 van chính, 1 van phụ Van xả áp tự động Tự ngắt khi quá nhiệt Tự làm sạch nồi Tự động giữ ấm sau khi nấu Chế độ hẹn giờ Điều chỉnh nhiệt độ Màn hình LED hiển thị nhiệt độ, thời gian 
Ngôn ngữ : Tiếng Việt 
Kích thước sản phẩm (DxRXC): 359.5x367x299 mm 
Khối lượng sản phẩm: 7.1 kg 
Thời gian bảo hành: 12 tháng 
Kích hoạt bảo hành điện tử: Có
giá: 2076250",2076250,69
82,/input/mobile_images/2024/1/23/992/Robot hút bụi NEATO BOTVAC CONNECTED D401 ĐEN.jpg,571596,Robot hút bụi,SMSMH000017,7699800,8469780,76998,Giá trị đơn hàng > 30 triệu,7875600,8663160,157512,Giá trị đơn hàng từ 10-30 triệu,8543700,9398070,478447.2,Robot hút bụi NEATO BOTVAC CONNECTED D401 ĐEN,"
• Hộp bụi: 700 ml 
• Công suất hoạt động: 38W 
• Công suất hút: 1200 -1600 Pa 
• Độ ồn cao nhất: 78 dB 
• Bộ lọc: Bộ lọc HEPA 
• Phiên bản: Quốc tế 
• Dung lượng pin: 2100 mAh 
• Thời gian sử dụng: Sạc khoảng 2 - 3 giờ, dùng khoảng 75 phút 
• Kích thước, khối lượng: Ngang 33 cm - Cao 10 cm - Sâu 32 cm - 3.4 kg 
• Công nghệ: + Công nghệ SpinFlow Power Clean + Công nghệ sạc nhanh Quick Boost 
• Tiện ích: + Tường ảo thông minh Neato NO-Go line + Điều hướng thông minh nhờ công nghệ SmartLaserTM + Cảm biến chống rơi, chống va chạm + Điều khiển qua kết nối trên điện thoại thông minh + Lưu được 1 bản đồ + Tự quay về đế/trạm sạc + Tính năng tường ảo + Hẹn giờ
giá: 8059920",8059920,6
83,/input/mobile_images/2024/1/23/275/Robot hút bụi lau nhà Ecovacs Deebot X1 Omni - xám.jpg,571597,Robot hút bụi,SMRBT000001,20640800,22704880,206408,Giá trị đơn hàng > 30 triệu,21112000,23223200,422240,Giá trị đơn hàng từ 10-30 triệu,22902800,25193080,1282556.8,Robot hút bụi lau nhà Ecovacs Deebot X1 Omni - xám,"
• Pin/dung lượng: Lithium 14.8V-DC/5200mAh 
• Điện áp sử dụng: 100-240V 
• Thời gian hoạt động: 120′ – 180′ 
• Khả năng vượt vật cản tối đa: 2cm 
• Kích thước (Dài, Rộng, Cao :cm): 35 x 35 x 9.3 
• Kí hiệu dock sạc – điện áp: CH1630A – 14.8V 
• Thời gian sạc pin: 5h 
• Trọng lượng: 5,2kg 
• Tiếng ồn khi hoạt động (dBA) <100dB 
• Công suất/ lực hút: 5000Pa 
• Điều chỉnh độ ẩm: Có 
• Dung tích hộp chứa bụi: 380ml 
• Dung tích ngăn đựng nước: 200ml 
• Hệ thống điều hướng AIVI 3D 
• Công nghệ thiết lập bản đồ TrueMapping 2.0 
• Chức năng làm sạch: Quét hút + lau + Tự giặt khăn lau 
• Diện tích căn hộ phù hợp <200m2/ nhà nhiều tầng 
• Cảm biến chống va chạm: Có 
• Hẹn giờ chạy tự động: Có + hẹn giờ theo khu vực 
• Hiển thị bản đồ 3D: Có 
• Thông báo bằng giọng nói: Có 
• Trợ lý giọng nói YIKO: Có 
• Nâng cấp phần mềm OTA: Có
giá: 21605870",21605870,9
84,/input/mobile_images/2024/2/17/855/CAMERA TRONG NHÀ HC23.png,571634,Thiết bị Camera,ITCAM000071,,,,,,,,,,,,Camera trong nhà HC23,"Thông tin: Độ phân giải Full HD 2Mpx (1920 x 1080) Hỗ trợ hồng ngoại lên tới khoảng cách 10m Tính năng đàm thoại 02 chiều (02 way talking) Tự động xoay 360 độ, bám theo mọi chuyển động. Hình ảnh sắc nét, công nghệ nén hình ảnh theo chuẩn H.265 Gọi điện khẩn cấp SOS từ Camera lên ứng dụng Viettel Home Công nghệ AI thông minh phân biệt giữa người và vật, giảm cảnh báo giả. Cài đặt Camera báo động bằng nhiều âm thanh khác nhau khi phát hiện người, chuyển động. 
Bảo hành:12 tháng tại các cửa hàng Viettel
giá: 547000",547000,65
85,/input/mobile_images/2024/2/17/48/CAMERA NGOÀI TRỜI HC33.png,571635,Thiết bị Camera,ITCAM000072,,,,,,,,,,,,Camera ngoài trời HC33,"Thông tin: Độ phân giải Full HD 2Mpx (1920 x 1080) Hỗ trợ hồng ngoại lên tới khoảng cách 30m Công nghệ nén hình ảnh theo chuẩn H.265 Khả năng chống nước, bụi IP67 Tích hợp công nghệ AI cho phép phân biệt chuyển động của con người với vật, giảm cảnh báo giả. Hình ảnh quan sát có màu vào ban đêm Tính năng đàm thoại 2 chiều trực tiếp. Có đèn và còi báo động khi phát hiện chuyển động vào ban đêm. 
Bảo hành: 12 tháng tại các cửa hàng Viettel
giá: 754000",754000,88
